"Type","Date","Set Time","Title","Amount","Currency","Exchange Rate","Category Group Name","Category","Account","Notes","Labels","Status"
"Expense","2023-03-26 16:10:08","16:10","Lotion","-64.00","PHP","1.0000000000","Personal Care","Self-Care","Wallet","","","Reconciled"
"Expense","2023-03-26 14:40:23","14:40","Ulam","-150.50","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-03-26 12:59:14","12:59","Instapay","-15.00","PHP","1.0000000000","Bills","Transaction Fees","GCash","","","Reconciled"
"Transfer","2023-03-26 12:59:05","12:59","Gcash to Seabank","-6000.00","PHP","1.0000000000","(Transfer)","(Transfer)","GCash","","","Reconciled"
"Transfer","2023-03-26 12:59:05","12:59","Gcash to Seabank","6000.00","PHP","1.0000000000","(Transfer)","(Transfer)","Seabank","","","Reconciled"
"Income","2023-03-26 12:55:53","12:55","Allowance (Kuya A)","5500.00","PHP","1.0000000000","Allowance","Allowance","GCash","","","Reconciled"
"Expense","2023-03-24 18:43:04","18:43","Bananas","-27.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-03-24 18:42:27","18:42","Ministop","-114.00","PHP","1.0000000000","Food","Dine Out","Wallet","","","Reconciled"
"Expense","2023-03-24 18:42:17","18:42","Star Grocery","-250.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-03-24 18:42:07","18:42","Dali Grocery","-275.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-03-24 18:41:38","18:41","ATM Fee","-16.00","PHP","1.0000000000","Bills","Transaction Fees","Union Bank","","","Reconciled"
"Transfer","2023-03-24 18:41:26","18:41","Union Bank to Cash","-2600.00","PHP","1.0000000000","(Transfer)","(Transfer)","Union Bank","","","Reconciled"
"Transfer","2023-03-24 18:41:26","18:41","Union Bank to Cash","2600.00","PHP","1.0000000000","(Transfer)","(Transfer)","Wallet","","","Reconciled"
"Expense","2023-03-24 18:33:29","18:33","Instapay","-15.00","PHP","1.0000000000","Bills","Transaction Fees","GCash","","","Reconciled"
"Transfer","2023-03-24 18:33:21","18:33","Gcash to Union Bank","-2000.00","PHP","1.0000000000","(Transfer)","(Transfer)","GCash","","","Reconciled"
"Transfer","2023-03-24 18:33:21","18:33","Gcash to Union Bank","2000.00","PHP","1.0000000000","(Transfer)","(Transfer)","Union Bank","","","Reconciled"
"Expense","2023-03-22 18:27:57","18:27","Bananas, tomatoes","-70.00","PHP","1.0000000000","Food","Food & Drinks","GCash","","","Reconciled"
"Expense","2023-03-22 13:32:32","13:32","Ministop","-114.00","PHP","1.0000000000","Food","Dine Out","GCash","","","Reconciled"
"Expense","2023-03-22 13:32:24","13:32","Facial wash","-155.00","PHP","1.0000000000","Personal Care","Self-Care","GCash","","","Reconciled"
"Expense","2023-03-22 13:32:12","13:32","Star Grocery","-298.50","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-03-21 12:26:50","12:26","YMCA","-65.00","PHP","1.0000000000","Food","Dine Out","Wallet","","","Reconciled"
"Income","2023-03-21 08:02:04","08:02","Allowance (Kuya A)","2000.00","PHP","1.0000000000","Allowance","Allowance","GCash","","","Reconciled"
"Transfer","2023-03-20 21:35:24","21:35","Binance P2P Gcash","-857.46","PHP","1.0000000000","(Transfer)","(Transfer)","Binance","","","Reconciled"
"Transfer","2023-03-20 21:35:24","21:35","Binance P2P Gcash","857.46","PHP","1.0000000000","(Transfer)","(Transfer)","GCash","","","Reconciled"
"Transfer","2023-03-20 21:34:57","21:34","Ronin to Binance","-857.46","PHP","1.0000000000","(Transfer)","(Transfer)","Ronin","","","Reconciled"
"Transfer","2023-03-20 21:34:57","21:34","Ronin to Binance","857.46","PHP","1.0000000000","(Transfer)","(Transfer)","Binance","","","Reconciled"
"Expense","2023-03-20 15:02:11","15:02","Bulacan to Elbi","-220.00","PHP","1.0000000000","Transportation","Transportation ","Wallet","","","Reconciled"
"Expense","2023-03-20 12:00:33","12:00","Burger King","-139.00","PHP","1.0000000000","Food","Dine Out","GCash","","","Reconciled"
"Expense","2023-03-20 09:02:41","09:02","7/11 Coffee","-89.00","PHP","1.0000000000","Leisure","Staycation ","Wallet","","","Reconciled"
"Transfer","2023-03-19 12:37:22","12:37","Seabank to Union Bank","-1000.00","PHP","1.0000000000","(Transfer)","(Transfer)","Seabank","","","Reconciled"
"Transfer","2023-03-19 12:37:22","12:37","Seabank to Union Bank","1000.00","PHP","1.0000000000","(Transfer)","(Transfer)","Union Bank","","","Reconciled"
"Expense","2023-03-19 12:35:37","12:35","Airbnb","590.00","PHP","1.0000000000","Leisure","Staycation ","GCash","","","Reconciled"
"Income","2023-03-19 12:35:25","12:35","Mommy","500.00","PHP","1.0000000000","Allowance","Allowance","Wallet","","","Reconciled"
"Transfer","2023-03-18 16:41:39","16:41","Seabank to Cash","-40.00","PHP","1.0000000000","(Transfer)","(Transfer)","Seabank","","","Reconciled"
"Transfer","2023-03-18 16:41:39","16:41","Seabank to Cash","40.00","PHP","1.0000000000","(Transfer)","(Transfer)","Wallet","","","Reconciled"
"Transfer","2023-03-18 16:41:30","16:41","Gcash to Cash","-100.00","PHP","1.0000000000","(Transfer)","(Transfer)","GCash","","","Reconciled"
"Transfer","2023-03-18 16:41:30","16:41","Gcash to Cash","100.00","PHP","1.0000000000","(Transfer)","(Transfer)","Wallet","","","Reconciled"
"Expense","2023-03-18 14:58:29","14:58","Airbnb","-1539.45","PHP","1.0000000000","Leisure","Staycation ","Union Bank","","","Reconciled"
"Transfer","2023-03-18 14:56:20","14:56","Gcash to Union Bank","-1000.00","PHP","1.0000000000","(Transfer)","(Transfer)","GCash","","","Reconciled"
"Transfer","2023-03-18 14:56:20","14:56","Gcash to Union Bank","1000.00","PHP","1.0000000000","(Transfer)","(Transfer)","Union Bank","","","Reconciled"
"Expense","2023-03-18 14:55:39","14:55","Instapay","-15.00","PHP","1.0000000000","Bills","Transaction Fees","GCash","","","Reconciled"
"Expense","2023-03-17 11:45:27","11:45","Elbi to Bulacan","-234.00","PHP","1.0000000000","Transportation","Transportation ","Wallet","","","Reconciled"
"Expense","2023-03-16 21:46:03","21:46","Jollibee","-104.00","PHP","1.0000000000","Food","Dine Out","GCash","","","Reconciled"
"Expense","2023-03-15 21:46:31","21:46","Dorm Assoc & Water Fee","-280.00","PHP","1.0000000000","Leisure","Organizations","Wallet","","","Reconciled"
"Expense","2023-03-14 12:08:39","12:08","YMCA","-55.00","PHP","1.0000000000","Food","Dine Out","Wallet","","","Reconciled"
"Expense","2023-03-13 21:18:56","21:18","Bibingka","-33.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-03-13 10:34:35","10:34","Bulacan to Elbi","-323.00","PHP","1.0000000000","Transportation","Transportation ","Wallet","","","Reconciled"
"Transfer","2023-03-13 09:25:44","09:25","Seabank to Cash","-1000.00","PHP","1.0000000000","(Transfer)","(Transfer)","Seabank","","","Reconciled"
"Transfer","2023-03-13 09:25:44","09:25","Seabank to Cash","1000.00","PHP","1.0000000000","(Transfer)","(Transfer)","Wallet","","","Reconciled"
"Expense","2023-03-12 18:26:04","18:26","Jeep","-20.00","PHP","1.0000000000","Transportation","Transportation ","Wallet","","","Reconciled"
"Expense","2023-03-12 09:37:34","09:37","Swimming","-550.00","PHP","1.0000000000","Leisure","Hangout ","Wallet","","","Reconciled"
"Expense","2023-03-11 09:26:46","09:26","Haircut","-60.00","PHP","1.0000000000","Personal Care","Self-Care","Wallet","","","Reconciled"
"Expense","2023-03-11 09:26:31","09:26","Gym","-50.00","PHP","1.0000000000","Personal Care","Health & Fitness","Wallet","","","Reconciled"
"Expense","2023-03-10 09:27:05","09:27","Jeep","-32.00","PHP","1.0000000000","Transportation","Transportation ","Wallet","","","Reconciled"
"Expense","2023-03-10 09:26:40","09:26","Gym","-50.00","PHP","1.0000000000","Personal Care","Health & Fitness","Wallet","","","Reconciled"
"Expense","2023-03-09 17:53:57","17:53","Daddy","-20.00","PHP","1.0000000000","Leisure","Gifts/Treats","Wallet","","","Reconciled"
"Expense","2023-03-09 07:54:08","07:54","Cubao to Bulacan","-83.00","PHP","1.0000000000","Transportation","Transportation ","Wallet","","","Reconciled"
"Expense","2023-03-08 23:43:56","23:43","Airbnb","-620.00","PHP","1.0000000000","Leisure","Staycation ","Wallet","","","Reconciled"
"Expense","2023-03-08 20:55:46","20:55","Airbnb","800.00","PHP","1.0000000000","Leisure","Staycation ","GCash","","","Reconciled"
"Expense","2023-03-08 20:15:40","20:15","Burger King","-139.00","PHP","1.0000000000","Food","Dine Out","Wallet","","","Reconciled"
"Expense","2023-03-08 15:32:04","15:32","Elbi to Cubao","-122.00","PHP","1.0000000000","Transportation","Transportation ","Wallet","","","Reconciled"
"Expense","2023-03-08 15:24:24","15:24","Angkas","-30.00","PHP","1.0000000000","Transportation","Transportation ","Union Bank","","","Reconciled"
"Transfer","2023-03-08 15:24:12","15:24","Seabank to Union Bank","-200.00","PHP","1.0000000000","(Transfer)","(Transfer)","Seabank","","","Reconciled"
"Transfer","2023-03-08 15:24:12","15:24","Seabank to Union Bank","200.00","PHP","1.0000000000","(Transfer)","(Transfer)","Union Bank","","","Reconciled"
"Expense","2023-03-08 12:32:14","12:32","Jollibee","-104.00","PHP","1.0000000000","Food","Dine Out","Wallet","","","Reconciled"
"Expense","2023-03-07 17:50:58","17:50","Airbnb","-1596.51","PHP","1.0000000000","Leisure","Staycation ","Union Bank","","","Reconciled"
"Transfer","2023-03-07 17:36:01","17:36","Seabank to Union Bank","-1400.00","PHP","1.0000000000","(Transfer)","(Transfer)","Seabank","","","Reconciled"
"Transfer","2023-03-07 17:36:01","17:36","Seabank to Union Bank","1400.00","PHP","1.0000000000","(Transfer)","(Transfer)","Union Bank","","","Reconciled"
"Expense","2023-03-07 17:33:25","17:33","Watsons","-250.00","PHP","1.0000000000","Personal Care","Self-Care","Wallet","","","Reconciled"
"Expense","2023-03-07 17:33:16","17:33","Star Grocery","-317.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-03-07 12:25:01","12:25","Andoks","-70.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-03-07 12:24:43","12:24","Dali Grocery","-93.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-03-05 17:32:23","17:32","Cubao to Elbi","-132.00","PHP","1.0000000000","Transportation","Transportation ","Wallet","","","Reconciled"
"Income","2023-03-04 17:51:16","17:51","Tita Elsie","1000.00","PHP","1.0000000000","Allowance","Allowance","Wallet","","","Reconciled"
"Expense","2023-03-04 15:44:31","15:44","Elbi to Airbnb","-202.00","PHP","1.0000000000","Transportation","Transportation ","Wallet","","","Reconciled"
"Expense","2023-03-04 13:20:42","13:20","Laundry","-180.00","PHP","1.0000000000","Personal Care","Laundry ","Wallet","","","Reconciled"
"Expense","2023-03-04 13:20:37","13:20","ATM Fee","-10.00","PHP","1.0000000000","Bills","Transaction Fees","Union Bank","","","Reconciled"
"Transfer","2023-03-04 13:20:20","13:20","Union Bank to Cash","-1900.00","PHP","1.0000000000","(Transfer)","(Transfer)","Union Bank","","","Reconciled"
"Transfer","2023-03-04 13:20:20","13:20","Union Bank to Cash","1900.00","PHP","1.0000000000","(Transfer)","(Transfer)","Wallet","","","Reconciled"
"Transfer","2023-03-04 13:20:10","13:20","Seabank to Union Bank","-2100.00","PHP","1.0000000000","(Transfer)","(Transfer)","Seabank","","","Reconciled"
"Transfer","2023-03-04 13:20:10","13:20","Seabank to Union Bank","2100.00","PHP","1.0000000000","(Transfer)","(Transfer)","Union Bank","","","Reconciled"
"Expense","2023-03-03 21:53:00","21:53","Quaker oats","-167.00","PHP","1.0000000000","Food","Food & Drinks","ShopeePay","","","Reconciled"
"Transfer","2023-03-03 21:52:49","21:52","Seabank to Shopee Pay","-169.00","PHP","1.0000000000","(Transfer)","(Transfer)","Seabank","","","Reconciled"
"Transfer","2023-03-03 21:52:49","21:52","Seabank to Shopee Pay","169.00","PHP","1.0000000000","(Transfer)","(Transfer)","ShopeePay","","","Reconciled"
"Expense","2023-03-03 21:41:19","21:41","Nuts","-398.00","PHP","1.0000000000","Food","Food & Drinks","ShopeePay","","","Reconciled"
"Expense","2023-03-03 19:58:16","19:58","Vitamilk","-28.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-03-03 19:23:40","19:23","Rice","-49.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-03-03 19:23:31","19:23","Star Grocery","-76.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-03-03 19:23:14","19:23","Groceries","-55.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-03-03 09:44:02","09:44","Muffins","-10.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-03-03 09:43:44","09:43","Bottled water","-20.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-03-03 09:43:35","09:43","Brush","-48.00","PHP","1.0000000000","Shopping","Household Items/Supplies","Wallet","","","Reconciled"
"Expense","2023-03-02 16:27:47","16:27","Bibingka","-33.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-03-02 09:28:06","09:28","Bananas","-28.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-03-02 09:27:22","09:27","Nail cutter","-45.00","PHP","1.0000000000","Shopping","Household Items/Supplies","Wallet","","","Reconciled"
"Expense","2023-03-02 09:26:23","09:26","Dali Grocery","-479.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-03-01 19:43:17","19:43","Kakanin","-37.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-02-28 12:00:36","12:00","We Deliver","-125.00","PHP","1.0000000000","Food","Dine Out","Wallet","","","Reconciled"
"Expense","2023-02-27 20:32:54","20:32","Star Grocery","-155.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-02-27 19:41:58","19:41","Kakanin","-37.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-02-27 19:11:19","19:11","Vitamilk","-28.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-02-27 19:03:52","19:03","School Supplies","-75.00","PHP","1.0000000000","Shopping","Household Items/Supplies","Wallet","","","Reconciled"
"Expense","2023-02-27 18:58:25","18:58","Kamote","-23.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-02-27 14:34:19","14:34","Bulacan to Elbi","-240.00","PHP","1.0000000000","Transportation","Transportation ","Wallet","","","Reconciled"
"Income","2023-02-27 11:46:34","11:46","Tita Emily","50.00","PHP","1.0000000000","Allowance","Tip","GCash","","","Reconciled"
"Income","2023-02-27 11:46:14","11:46","Tita Emily","1000.00","PHP","1.0000000000","Allowance","Allowance","Wallet","","","Reconciled"
"Expense","2023-02-26 00:32:41","00:32","Coco Milk Tea","-150.00","PHP","1.0000000000","Leisure","Hangout ","GCash","","","Reconciled"
"Expense","2023-02-26 00:31:29","00:31","Drinks","-140.00","PHP","1.0000000000","Leisure","Hangout ","GCash","","","Reconciled"
"Expense","2023-02-25 15:27:11","15:27","Zui","344.00","PHP","1.0000000000","Leisure","Gifts/Treats","GCash","","","Reconciled"
"Expense","2023-02-25 14:47:50","14:47","Zui","-300.00","PHP","1.0000000000","Leisure","Gifts/Treats","Seabank","","","Reconciled"
"Expense","2023-02-24 17:29:25","17:29","Vitamilk","-28.00","PHP","1.0000000000","Food","Food & Drinks","GCash","","","Reconciled"
"Expense","2023-02-24 16:47:20","16:47","Elbi to Bulacan","-238.00","PHP","1.0000000000","Transportation","Transportation ","Wallet","","","Reconciled"
"Expense","2023-02-24 16:46:57","16:46","Muffins","-21.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Income","2023-02-24 14:56:14","14:56","Interest","24.78","PHP","1.0000000000","Investments","Interest","Seabank","","","Reconciled"
"Expense","2023-02-24 14:55:34","14:55","Tuition Fee","-12102.50","PHP","1.0000000000","Education","School Expenses","Union Bank","","","Reconciled"
"Transfer","2023-02-24 14:55:18","14:55","Seabank to Union Bank","-11200.00","PHP","1.0000000000","(Transfer)","(Transfer)","Seabank","","","Reconciled"
"Transfer","2023-02-24 14:55:18","14:55","Seabank to Union Bank","11200.00","PHP","1.0000000000","(Transfer)","(Transfer)","Union Bank","","","Reconciled"
"Expense","2023-02-24 14:31:39","14:31","ATM Fee","-10.00","PHP","1.0000000000","Bills","Transaction Fees","Union Bank","","","Reconciled"
"Transfer","2023-02-24 14:31:29","14:31","Union Bank to Cash","-1000.00","PHP","1.0000000000","(Transfer)","(Transfer)","Union Bank","","","Reconciled"
"Transfer","2023-02-24 14:31:29","14:31","Union Bank to Cash","1000.00","PHP","1.0000000000","(Transfer)","(Transfer)","Wallet","","","Reconciled"
"Expense","2023-02-24 07:45:28","07:45","Bag Raffle","-117.51","PHP","1.0000000000","Education","School Supplies","Union Bank","","","Reconciled"
"Transfer","2023-02-24 07:45:09","07:45","Seabank to Union Bank","-2000.00","PHP","1.0000000000","(Transfer)","(Transfer)","Seabank","","","Reconciled"
"Transfer","2023-02-24 07:45:09","07:45","Seabank to Union Bank","2000.00","PHP","1.0000000000","(Transfer)","(Transfer)","Union Bank","","","Reconciled"
"Expense","2023-02-23 19:47:11","19:47","Yigo's","-18.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-02-23 19:47:00","19:47","Vitamilk","-28.00","PHP","1.0000000000","Food","Food & Drinks","GCash","","","Reconciled"
"Expense","2023-02-23 12:50:48","12:50","Groceries","-480.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-02-23 10:03:12","10:03","School Supplies","-55.00","PHP","1.0000000000","Shopping","Household Items/Supplies","Wallet","","","Reconciled"
"Expense","2023-02-23 10:02:55","10:02","Zoller's","-70.00","PHP","1.0000000000","Food","Dine Out","Wallet","","","Reconciled"
"Expense","2023-02-22 10:06:35","10:06","Laundry","-180.00","PHP","1.0000000000","Personal Care","Laundry ","Wallet","","","Reconciled"
"Expense","2023-02-21 19:51:55","19:51","Water","-7.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-02-21 19:50:32","19:50","Bananas","-20.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-02-21 19:44:28","19:44","Eggs","-120.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-02-21 19:37:55","19:37","Face masks","-30.00","PHP","1.0000000000","Shopping","Household Items/Supplies","Wallet","","","Reconciled"
"Expense","2023-02-21 18:39:53","18:39","Dali Grocery","-100.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-02-21 18:39:39","18:39","Star Grocery","-48.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-02-21 09:47:32","09:47","Bananas","-17.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-02-21 07:45:14","07:45","Bottled water","-20.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-02-20 19:58:41","19:58","Eggs","-36.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-02-20 19:58:19","19:58","Bananas","-16.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-02-20 19:58:02","19:58","Tomatoes","-20.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-02-20 19:55:04","19:55","Star Grocery","-181.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-02-20 15:55:54","15:55","Mouse","-295.00","PHP","1.0000000000","Shopping","Electronics/Gadgets","GCash","","","Reconciled"
"Expense","2023-02-20 14:15:23","14:15","Daddy","-100.00","PHP","1.0000000000","Leisure","Gifts/Treats","Wallet","","","Reconciled"
"Expense","2023-02-20 13:53:57","13:53","Big Belly's","-329.00","PHP","1.0000000000","Food","Dine Out","GCash","","","Reconciled"
"Expense","2023-02-20 06:52:40","06:52","Bulacan to Elbi","-465.00","PHP","1.0000000000","Transportation","Transportation ","Wallet","","","Reconciled"
"Income","2023-02-20 06:52:16","06:52","Mommy","400.00","PHP","1.0000000000","Allowance","Allowance","Wallet","","","Reconciled"
"Expense","2023-02-20 03:56:23","03:56","Bottled water","-25.00","PHP","1.0000000000","Food","Food & Drinks","GCash","","","Reconciled"
"Expense","2023-02-18 10:00:07","10:00","Elbi to Bulacan","-198.00","PHP","1.0000000000","Transportation","Transportation ","Wallet","","","Reconciled"
"Expense","2023-02-17 16:41:59","16:41","Eggs","-18.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-02-17 16:41:42","16:41","Tomatoes","-5.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-02-17 16:41:07","16:41","Star Grocery","-36.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Transfer","2023-02-17 15:01:13","15:01","Union Bank to Cash","-1900.00","PHP","1.0000000000","(Transfer)","(Transfer)","Union Bank","","","Reconciled"
"Transfer","2023-02-17 15:01:13","15:01","Union Bank to Cash","1900.00","PHP","1.0000000000","(Transfer)","(Transfer)","Wallet","","","Reconciled"
"Expense","2023-02-17 14:53:14","14:53","ATM Fee","-10.00","PHP","1.0000000000","Bills","Transaction Fees","Union Bank","","","Reconciled"
"Transfer","2023-02-17 14:45:42","14:45","Seabank to Union Bank","-1900.00","PHP","1.0000000000","(Transfer)","(Transfer)","Seabank","","","Reconciled"
"Transfer","2023-02-17 14:45:42","14:45","Seabank to Union Bank","1900.00","PHP","1.0000000000","(Transfer)","(Transfer)","Union Bank","","","Reconciled"
"Expense","2023-02-16 09:54:00","09:54","Facial wash","-79.00","PHP","1.0000000000","Personal Care","Self-Care","GCash","","","Reconciled"
"Expense","2023-02-16 09:53:52","09:53","School Supplies","-75.00","PHP","1.0000000000","Shopping","Household Items/Supplies","GCash","","","Reconciled"
"Transfer","2023-02-16 09:53:44","09:53","Seabank to Gcash","-1000.00","PHP","1.0000000000","(Transfer)","(Transfer)","Seabank","","","Reconciled"
"Transfer","2023-02-16 09:53:44","09:53","Seabank to Gcash","1000.00","PHP","1.0000000000","(Transfer)","(Transfer)","GCash","","","Reconciled"
"Expense","2023-02-16 09:53:14","09:53","Haircut","-80.00","PHP","1.0000000000","Personal Care","Self-Care","Wallet","","","Reconciled"
"Expense","2023-02-15 20:52:41","20:52","Jeep","-10.00","PHP","1.0000000000","Transportation","Transportation ","Wallet","","","Reconciled"
"Expense","2023-02-15 19:58:31","19:58","Ulam","-138.00","PHP","1.0000000000","Food","Food & Drinks","Seabank","","","Reconciled"
"Expense","2023-02-15 16:55:45","16:55","Dali Grocery","-377.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-02-15 15:51:58","15:51","Bananas","-28.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-02-15 15:09:36","15:09","Key Duplicate","-40.00","PHP","1.0000000000","Shopping","Household Items/Supplies","Wallet","","","Reconciled"
"Expense","2023-02-15 15:09:09","15:09","Brownie Swirl","-20.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-02-15 15:08:54","15:08","Bangus Meal","-99.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-02-15 14:39:14","14:39","School Supplies","-154.00","PHP","1.0000000000","Shopping","Household Items/Supplies","Wallet","","","Reconciled"
"Expense","2023-02-15 12:29:18","12:29","Oversized Shirts","-504.00","PHP","1.0000000000","Shopping","Apparel ","ShopeePay","","","Reconciled"
"Expense","2023-02-15 12:13:29","12:13","Vitamilk","-30.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-02-15 12:13:15","12:13","Bugong","-135.00","PHP","1.0000000000","Food","Dine Out","Wallet","","","Reconciled"
"Expense","2023-02-14 09:12:30","09:12","Eggs","-54.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-02-14 09:12:12","09:12","Tomatoes","-20.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-02-14 09:11:53","09:11","Bananas","-18.00","PHP","1.0000000000","Food","Food & Drinks","GCash","","","Reconciled"
"Expense","2023-02-14 09:11:28","09:11","Bananas","-12.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2023-02-14 07:11:15","07:11","Gym","-500.00","PHP","1.0000000000","Personal Care","Health & Fitness","Wallet","","","Reconciled"
"Expense","2023-02-13 20:51:02","20:51","Tissue, Sponge","-73.50","PHP","1.0000000000","Shopping","Household Items/Supplies","Wallet","","","Reconciled"
"Expense","2023-02-13 20:49:37","20:49","Star Grocery","-297.50","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Income","2023-02-13 19:12:48","19:12","Axie buy and sell","890.00","PHP","1.0000000000","Investments","Axie Infinity ","Ronin","","","Reconciled"
"Income","2023-02-13 19:12:08","19:12","Interest","44.78","PHP","1.0000000000","Investments","Interest","Seabank","","","Reconciled"
"Expense","2023-02-13 15:10:19","15:10","We Deliver","-145.00","PHP","1.0000000000","Food","Dine Out","Wallet","","","Reconciled"
"Expense","2023-02-13 09:08:38","09:08","Zui","-50.00","PHP","1.0000000000","Leisure","Gifts/Treats","Seabank","","","Reconciled"
"Expense","2023-02-13 09:07:37","09:07","Bulacan to Elbi","-249.00","PHP","1.0000000000","Transportation","Transportation ","Wallet","","","Reconciled"
"Expense","2023-02-11 19:12:32","19:12","Burger King","-260.00","PHP","1.0000000000","Food","Food & Drinks","GCash","","","Reconciled"
"Income","2023-02-11 17:16:44","17:16","Tip (Tita Emily)","1000.00","PHP","1.0000000000","Allowance","Allowance","Wallet","","","Reconciled"
"Expense","2023-02-11 17:16:12","17:16","Converse","-3190.00","PHP","1.0000000000","Shopping","Apparel ","GCash","","","Reconciled"
"Transfer","2023-02-11 17:15:57","17:15","Seabank to Gcash","-3000.00","PHP","1.0000000000","(Transfer)","(Transfer)","Seabank","","","Reconciled"
"Transfer","2023-02-11 17:15:57","17:15","Seabank to Gcash","3000.00","PHP","1.0000000000","(Transfer)","(Transfer)","GCash","","","Reconciled"
"Transfer","2023-02-09 17:00:22","17:00","Gcash to Cash","-100.00","PHP","1.0000000000","(Transfer)","(Transfer)","GCash","","","Reconciled"
"Transfer","2023-02-09 17:00:22","17:00","Gcash to Cash","100.00","PHP","1.0000000000","(Transfer)","(Transfer)","Wallet","","","Reconciled"
"Expense","2023-02-08 17:00:45","17:00","Daddy","-26.00","PHP","1.0000000000","Leisure","Gifts/Treats","Wallet","","","Reconciled"
"Expense","2023-02-08 09:31:54","09:31","T-shirt","-199.00","PHP","1.0000000000","Shopping","Apparel ","ShopeePay","","","Reconciled"
"Expense","2023-02-07 21:56:57","21:56","Jogger pants","-128.00","PHP","1.0000000000","Shopping","Apparel ","ShopeePay","","","Reconciled"
